"ISSN","Título","Área de Avaliação","Estrato"
"1940-6223","INTERNATIONAL JOURNAL OF APPLIED RESEARCH IN NATURAL PRODUCTS","MEDICINA II                                       ","B3"
"1499-2027","INTERNATIONAL JOURNAL OF AUDIOLOGY","MEDICINA II                                       ","B1"
"2356-6957","INTERNATIONAL JOURNAL OF BACTERIOLOGY","MEDICINA II                                       ","B5"
"0141-8130","INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES","MEDICINA II                                       ","A2"
"1916-968X","INTERNATIONAL JOURNAL OF BIOLOGY","MEDICINA II                                       ","B5"
"1550-9702","INTERNATIONAL JOURNAL OF BIOMEDICAL SCIENCE","MEDICINA II                                       ","C"
"2194-7511","INTERNATIONAL JOURNAL OF BIPOLAR DISORDERS","MEDICINA II                                       ","B5"
"0020-7136","International Journal of Cancer","MEDICINA II                                       ","A1"
"0020-7136","INTERNATIONAL JOURNAL OF CANCER (PRINT)","MEDICINA II                                       ","A1"
"1811-9727","INTERNATIONAL JOURNAL OF CANCER RESEARCH (PRINT)","MEDICINA II                                       ","B4"
"2330-4049","INTERNATIONAL JOURNAL OF CANCER THERAPY AND ONCOLOGY","MEDICINA II                                       ","B5"
"0167-5273","INTERNATIONAL JOURNAL OF CARDIOLOGY (PRINT)","MEDICINA II                                       ","A1"
"2359-5647","INTERNATIONAL JOURNAL OF CARDIOVASCULAR SCIENCES (ONLINE)","MEDICINA II                                       ","B5"
"1916-9698","INTERNATIONAL JOURNAL OF CHEMISTRY","MEDICINA II                                       ","B5"
"1929-4247","INTERNATIONAL JOURNAL OF CHILD HEALTH AND NUTRITION","MEDICINA II                                       ","B5"
"1940-5901","INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE","MEDICINA II                                       ","B2"
"1936-2625","INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL PATHOLOGY","MEDICINA II                                       ","B2"
"2158-284X","INTERNATIONAL JOURNAL OF CLINICAL MEDICINE","MEDICINA II                                       ","B5"
"2210-7703","INTERNATIONAL JOURNAL OF CLINICAL PHARMACY","MEDICINA II                                       ","B2"
"2210-7711","INTERNATIONAL JOURNAL OF CLINICAL PHARMACY (ONLINE)","MEDICINA II                                       ","B2"
"1368-5031","INTERNATIONAL JOURNAL OF CLINICAL PRACTICE (ESHER)","MEDICINA II                                       ","B1"
"2310-8231","INTERNATIONAL JOURNAL OF CLINICAL PSYCHIATRY AND MENTAL HEALTH","MEDICINA II                                       ","B5"
"2349-3259","INTERNATIONAL JOURNAL OF CLINICAL TRIALS","MEDICINA II                                       ","B5"
"1178-2005","INTERNATIONAL JOURNAL OF COPD","MEDICINA II                                       ","A2"
"0142-5463","INTERNATIONAL JOURNAL OF COSMETIC SCIENCE (PRINT)","MEDICINA II                                       ","B2"
"2319-7706","INTERNATIONAL JOURNAL OF CURRENT MICROBIOLOGY AND APPLIED SCIENCES","MEDICINA II                                       ","B5"
"0975-833X","INTERNATIONAL JOURNAL OF CURRENT RESEARCH","MEDICINA II                                       ","C"
"1687-8728","INTERNATIONAL JOURNAL OF DENTISTRY (PRINT)","MEDICINA II                                       ","B2"
"0011-9059","INTERNATIONAL JOURNAL OF DERMATOLOGY","MEDICINA II                                       ","B2"
"1365-4632","INTERNATIONAL JOURNAL OF DERMATOLOGY (ONLINE)","MEDICINA II                                       ","B2"
"0736-5748","INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE","MEDICINA II                                       ","B1"
"0973-3930","INTERNATIONAL JOURNAL OF DIABETES IN DEVELOPING COUNTRIES","MEDICINA II                                       ","B3"
"1452-3981","INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE (ONLINE)","MEDICINA II                                       ","B1"
"1687-8337","INTERNATIONAL JOURNAL OF ENDOCRINOLOGY","MEDICINA II                                       ","B1"
"2218-6026","INTERNATIONAL JOURNAL OF ENERGY SCIENCE","MEDICINA II                                       ","B5"
"1474-6778","INTERNATIONAL JOURNAL OF ENVIRONMENT AND SUSTAINABLE DEVELOPMENT","MEDICINA II                                       ","B3"
"1660-4601","INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH","MEDICINA II                                       ","B1"
"0300-5771","INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","MEDICINA II                                       ","A1"
"2363-9997","INTERNATIONAL JOURNAL OF ETHICS EDUCATION","MEDICINA II                                       ","B5"
"1939-795X","INTERNATIONAL JOURNAL OF EXERCISE SCIENCE","MEDICINA II                                       ","B5"
"1365-2613","International Journal of Experimental Pathology","MEDICINA II                                       ","B1"
"1365-2613","INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY (ONLINE)","MEDICINA II                                       ","B1"
"0959-9673","INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY (PRINT)","MEDICINA II                                       ","B1"
"1556-3758","INTERNATIONAL JOURNAL OF FOOD ENGINEERING","MEDICINA II                                       ","B3"
"1094-2912","INTERNATIONAL JOURNAL OF FOOD PROPERTIES","MEDICINA II                                       ","B2"
"1365-2621","INTERNATIONAL JOURNAL OF FOOD SCIENCE & TECHNOLOGY (ONLINE)","MEDICINA II                                       ","B2"
"0950-5423","INTERNATIONAL JOURNAL OF FOOD SCIENCE & TECHNOLOGY (PRINT)","MEDICINA II                                       ","B2"
"1465-3478","INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION (ONLINE)","MEDICINA II                                       ","B2"
"1178-7074","INTERNATIONAL JOURNAL OF GENERAL MEDICINE","MEDICINA II                                       ","B4"
"0975-2862","INTERNATIONAL JOURNAL OF GENETICS","MEDICINA II                                       ","B5"
"0885-6230","INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY","MEDICINA II                                       ","A2"
"0020-7292","INTERNATIONAL JOURNAL OF GYNAECOLOGY AND OBSTETRICS","MEDICINA II                                       ","B1"
"1048-891X","INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER","MEDICINA II                                       ","B1"
"0277-1691","INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY","MEDICINA II                                       ","B2"
"1476-072X","INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS","MEDICINA II                                       ","B1"
"2372-5079","INTERNATIONAL JOURNAL OF HEALTH SCIENCES","MEDICINA II                                       ","B5"
"2090-3448","INTERNATIONAL JOURNAL OF HEPATOLOGY","MEDICINA II                                       ","B4"
"2090-3456","INTERNATIONAL JOURNAL OF HEPATOLOGY","MEDICINA II                                       ","B4"
"1982-6206","INTERNATIONAL JOURNAL OF HIGH DILUTION RESEARCH","MEDICINA II                                       ","B4"
"1438-4639","INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH (PRINT)","MEDICINA II                                       ","A1"
"0265-6736","INTERNATIONAL JOURNAL OF HYPERTHERMIA","MEDICINA II                                       ","A2"
"1744-3121","INTERNATIONAL JOURNAL OF IMMUNOGENETICS (PRINT)","MEDICINA II                                       ","B2"
"0394-6320","INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY","MEDICINA II                                       ","B2"
"0955-9930","INTERNATIONAL JOURNAL OF IMPOTENCE RESEARCH","MEDICINA II                                       ","B2"
"1201-9712","INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES","MEDICINA II                                       ","B1"
"2090-8040","INTERNATIONAL JOURNAL OF INFLAMMATION","MEDICINA II                                       ","B1"
"1756-378X","INTERNATIONAL JOURNAL OF INTELLIGENT COMPUTING AND CYBERNETICS (PRINT)","MEDICINA II                                       ","B3"
"2202-946X","INTERNATIONAL JOURNAL OF KINESIOLOGY AND SPORTS SCIENCE","MEDICINA II                                       ","B5"
"1327-2314","INTERNATIONAL JOURNAL OF KNOWLEDGE-BASED INTELLIGENT ENGINEERING SYSTEMS","MEDICINA II                                       ","B4"
"1751-5521","INTERNATIONAL JOURNAL OF LABORATORY HEMATOLOGY (PRINT)","MEDICINA II                                       ","B1"
"0160-2527","INTERNATIONAL JOURNAL OF LAW AND PSYCHIATRY","MEDICINA II                                       ","B2"
"0937-9827","INTERNATIONAL JOURNAL OF LEGAL MEDICINE (PRINT)","MEDICINA II                                       ","A2"
"1534-7346","INTERNATIONAL JOURNAL OF LOWER EXTREMITY WOUNDS","MEDICINA II                                       ","B2"
"2042-6372","INTERNATIONAL JOURNAL OF MEDICAL EDUCATION","MEDICINA II                                       ","B5"
"1386-5056","INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS","MEDICINA II                                       ","A2"
"1438-4221","INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY (PRINT)","MEDICINA II                                       ","A2"
"2319-5886","INTERNATIONAL JOURNAL OF MEDICAL RESEARCH & HEALTH SCIENCES","MEDICINA II                                       ","C"
"1449-1907","INTERNATIONAL JOURNAL OF MEDICAL SCIENCES","MEDICINA II                                       ","B1"
"2006-9723","INTERNATIONAL JOURNAL OF MEDICINE AND MEDICAL SCIENCES","MEDICINA II                                       ","B5"
"1752-4458","INTERNATIONAL JOURNAL OF MENTAL HEALTH SYSTEMS","MEDICINA II                                       ","B2"
"1049-8931","INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH","MEDICINA II                                       ","A2"
"1557-0657","INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH","MEDICINA II                                       ","A2"
"1049-8931","International Journal of Methods in Psychiatric Research (Cessou em 1996)","MEDICINA II                                       ","A2"
"0975-5276","INTERNATIONAL JOURNAL OF MICROBIOLOGY RESEARCH","MEDICINA II                                       ","B5"
"1747-9894","INTERNATIONAL JOURNAL OF MIGRATION, HEALTH AND SOCIAL CARE","MEDICINA II                                       ","B3"
"1422-0067","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES (ONLINE)","MEDICINA II                                       ","A2"
"0717-9502","INTERNATIONAL JOURNAL OF MORPHOLOGY (ONLINE)","MEDICINA II                                       ","B3"
"0717-9367","INTERNATIONAL JOURNAL OF MORPHOLOGY (PRINT)","MEDICINA II                                       ","B3"
"2212-5531","INTERNATIONAL JOURNAL OF MYCOBATERIOLOGY","MEDICINA II                                       ","B3"
"1178-2013","International Journal of Nanomedicine","MEDICINA II                                       ","A1"
"1178-2013","INTERNATIONAL JOURNAL OF NANOMEDICINE (ONLINE)","MEDICINA II                                       ","A1"
"2090-214X","INTERNATIONAL JOURNAL OF NEPHROLOGY","MEDICINA II                                       ","B2"
"2090-2158","INTERNATIONAL JOURNAL OF NEPHROLOGY","MEDICINA II                                       ","B2"
"1461-1457","International Journal of Neuropsychopharmacology","MEDICINA II                                       ","A1"
"1461-1457","INTERNATIONAL JOURNAL OF NEUROPSYCHOPHARMACOLOGY (PRINT)","MEDICINA II                                       ","A1"
"2376-0281","INTERNATIONAL JOURNAL OF NEUROREHABILITATION","MEDICINA II                                       ","B5"
"0020-7454","INTERNATIONAL JOURNAL OF NEUROSCIENCE","MEDICINA II                                       ","B1"
"2047-3095","INTERNATIONAL JOURNAL OF NURSING KNOWLEDGE","MEDICINA II                                       ","B3"
"2047-3087","INTERNATIONAL JOURNAL OF NURSING KNOWLEDGE","MEDICINA II                                       ","B3"
"1322-7114","INTERNATIONAL JOURNAL OF NURSING PRACTICE (PRINT)","MEDICINA II                                       ","B3"
"0020-7489","INTERNATIONAL JOURNAL OF NURSING STUDIES","MEDICINA II                                       ","A2"
"1984-3011","INTERNATIONAL JOURNAL OF NUTROLOGY","MEDICINA II                                       ","B5"
"0307-0565","INTERNATIONAL JOURNAL OF OBESITY","MEDICINA II                                       ","A1"
"0718-381X","International journal of odontostomatology","MEDICINA II                                       ","B4"
"0718-381X","INTERNATIONAL JOURNAL OF ODONTOSTOMATOLOGY","MEDICINA II                                       ","B4"
"0718-3801","INTERNATIONAL JOURNAL OF ODONTOSTOMATOLOGY (PRINT)","MEDICINA II                                       ","B4"
"1019-6439","INTERNATIONAL JOURNAL OF ONCOLOGY","MEDICINA II                                       ","A2"
"0901-5027","INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY","MEDICINA II                                       ","B2"
"1687-9201","INTERNATIONAL JOURNAL OF OTOLARYNGOLOGY","MEDICINA II                                       ","B5"
"0960-7439","INTERNATIONAL JOURNAL OF PAEDIATRIC DENTISTRY (PRINT)","MEDICINA II                                       ","B1"
"1357-6321","INTERNATIONAL JOURNAL OF PALLIATIVE NURSING","MEDICINA II                                       ","B3"
"1747-7174","INTERNATIONAL JOURNAL OF PEDIATRIC OBESITY (ONLINE)","MEDICINA II                                       ","B4"
"0165-5876","INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY (PRINT)","MEDICINA II                                       ","B2"
"0967-0874","INTERNATIONAL JOURNAL OF PEST MANAGEMENT (PRINT)","MEDICINA II                                       ","B3"
"2278-5221","INTERNATIONAL JOURNAL OF PHARMA MEDICINE AND BIOLOGICAL SCIENCES","MEDICINA II                                       ","B5"
"0976-0350","INTERNATIONAL JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL RESEARCH","MEDICINA II                                       ","C"
"0975-8232","International Journal of Pharmaceutical Sciences and Research","MEDICINA II                                       ","C"
"0976-044X","INTERNATIONAL JOURNAL OF PHARMACEUTICAL SCIENCES REVIEW AND RESEARCH","MEDICINA II                                       ","C"
"0378-5173","INTERNATIONAL JOURNAL OF PHARMACEUTICS (PRINT)","MEDICINA II                                       ","A2"
"1811-7775","INTERNATIONAL JOURNAL OF PHARMACOLOGY (PRINT)","MEDICINA II                                       ","B3"
"0975-1491","INTERNATIONAL JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES","MEDICINA II                                       ","C"
"1944-8171","INTERNATIONAL JOURNAL OF PHYSIOLOGY, PATHOPHYSIOLOGY AND PHARMACOLOGY","MEDICINA II                                       ","B1"
"2229-7472","INTERNATIONAL JOURNAL OF PHYTOPHARMACOLOGY","MEDICINA II                                       ","B5"
"2008-7802","INTERNATIONAL JOURNAL OF PREVENTIVE MEDICINE","MEDICINA II                                       ","B2"
"0020-7543","INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH (PRINT)","MEDICINA II                                       ","B1"
"1365-1501","INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE (PRINT)","MEDICINA II                                       ","B2"
"0167-8760","INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","MEDICINA II                                       ","B1"
"1475-7192","INTERNATIONAL JOURNAL OF PSYCHOSOCIAL REHABILITATION (ONLINE)","MEDICINA II                                       ","B4"
"1661-8564","INTERNATIONAL JOURNAL OF PUBLIC HEALTH (ONLINE)","MEDICINA II                                       ","B1"
"0020-7608","INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY","MEDICINA II                                       ","B1"
"0955-3002","INTERNATIONAL JOURNAL OF RADIATION BIOLOGY (PRINT)","MEDICINA II                                       ","B1"
"0360-3016","INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY, BIOLOGY, PHYSICS","MEDICINA II                                       ","A1"
"1755-0556","INTERNATIONAL JOURNAL OF REASONING-BASED INTELLIGENT SYSTEMS (PRINT)","MEDICINA II                                       ","B4"
"2349-0365","INTERNATIONAL JOURNAL OF RESEARCH STUDIES IN BIOSCIENCES","MEDICINA II                                       ","B5"
"1756-1841","INTERNATIONAL JOURNAL OF RHEUMATIC DISEASES (PRINT)","MEDICINA II                                       ","B1"
"1687-9260","INTERNATIONAL JOURNAL OF RHEUMATOLOGY","MEDICINA II                                       ","B1"
"0020-7640","INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY","MEDICINA II                                       ","B2"
"0172-4622","INTERNATIONAL JOURNAL OF SPORTS MEDICINE","MEDICINA II                                       ","B1"
"1555-0265","INTERNATIONAL JOURNAL OF SPORTS PHYSIOLOGY AND PERFORMANCE","MEDICINA II                                       ","A2"
"1747-9541","INTERNATIONAL JOURNAL OF SPORTS SCIENCE AND COACHING","MEDICINA II                                       ","B3"
"0956-4624","INTERNATIONAL JOURNAL OF STD & AIDS","MEDICINA II                                       ","B2"
"1747-4930","INTERNATIONAL JOURNAL OF STROKE (IMPRESSO)","MEDICINA II                                       ","A2"
"2210-2612","INTERNATIONAL JOURNAL OF SURGERY CASE REPORTS","MEDICINA II                                       ","B3"
"1066-8969","INTERNATIONAL JOURNAL OF SURGICAL PATHOLOGY","MEDICINA II                                       ","B3"
"1466-5026","INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY (PRINT)","MEDICINA II                                       ","B1"
"2074-1308","INTERNATIONAL JOURNAL OF SYSTEMS APPLICATIONS, ENGINEERING & DEVELOPMENT","MEDICINA II                                       ","B5"
"1916-257X","INTERNATIONAL JOURNAL OF THERAPEUTIC MASSAGE & BODYWORK","MEDICINA II                                       ","B3"
"2278-1005","INTERNATIONAL JOURNAL OF TROPICAL DISEASE & HEALTH","MEDICINA II                                       ","B5"
"2352-6475","INTERNATIONAL JOURNAL OF WOMEN'S DERMATOLOGY","MEDICINA II                                       ","B4"
"0955-3959","INTERNATIONAL JOURNAL ON DRUG POLICY","MEDICINA II                                       ","A2"
"2171-9748","INTERNATIONAL MEDICAL REVIEW ON DOWN SYNDROME","MEDICINA II                                       ","B5"
"1749-3676","INTERNATIONAL PSYCHIATRY (PRINT)","MEDICINA II                                       ","B5"
"1741-203X","INTERNATIONAL PSYCHOGERIATRICS (ONLINE)","MEDICINA II                                       ","B1"
"0074-7742","INTERNATIONAL REVIEW OF NEUROBIOLOGY","MEDICINA II                                       ","B1"
"0954-0261","INTERNATIONAL REVIEW OF PSYCHIATRY (PRINT)","MEDICINA II                                       ","B1"
"0883-0185","INTERNATIONAL REVIEWS OF IMMUNOLOGY (PRINT)","MEDICINA II                                       ","A1"
"2356-7872","INTERNATIONAL SCHOLARLY RESEARCH NOTICES","MEDICINA II                                       ","B5"
"1528-3356","INTERNATIONAL SPORTMED JOURNAL FOR FIMS","MEDICINA II                                       ","B4"
"2326-3121","INTERNATIONAL TRENDS IN IMMUNITY","MEDICINA II                                       ","B5"
"0937-3462","INTERNATIONAL UROGYNECOLOGY JOURNAL","MEDICINA II                                       ","B1"
"1573-2584","INTERNATIONAL UROLOGY AND NEPHROLOGY","MEDICINA II                                       ","B2"
"0301-1623","INTERNATIONAL UROLOGY AND NEPHROLOGY","MEDICINA II                                       ","B2"
"1742-4801","INTERNATIONAL WOUND JOURNAL (PRINT)","MEDICINA II                                       ","B1"
"1679-9844","INTERSCIENCE PLACE","MEDICINA II                                       ","B5"
"2317-7217","INTERSCIENTIA","MEDICINA II                                       ","B5"
"1591-0199","INTERVENTIONAL NEURORADIOLOGY","MEDICINA II                                       ","B3"
"0120-5307","INVESTIGACION Y EDUCACION EN ENFERMERIA","MEDICINA II                                       ","B4"
"0187-358X","INVESTIGACIÓN BIBLIOTECOLÓGICA","MEDICINA II                                       ","B4"
"0167-6997","INVESTIGATIONAL NEW DRUGS","MEDICINA II                                       ","A2"
"0146-0404","INVESTIGATIVE OPHTHALMOLOGY & VISUAL SCIENCE","MEDICINA II                                       ","A2"
"2008-2142","IRAN J PEDIATR","MEDICINA II                                       ","B3"
"1735-8604","IRAN J. KIDNEY DISEASE","MEDICINA II                                       ","B2"
"2008-2746","IRANIAN ENDODONTIC JOURNAL","MEDICINA II                                       ","B2"
"1735-7497","IRANIAN ENDODONTIC JOURNAL","MEDICINA II                                       ","B2"
"2251-7510","IRANIAN JOURNAL OF NEONATOLOGY","MEDICINA II                                       ","B5"
"1751-2816","ISBT SCIENCE SERIES (PRINT)","MEDICINA II                                       ","B5"
"0959-3020","ISOKINETICS AND EXERCISE SCIENCE","MEDICINA II                                       ","B3"
"0021-2180","ISRAEL MEDICAL ASSOCIATION JOURNAL","MEDICINA II                                       ","B3"
"2090-4428","ISRN HEMATOLOGY","MEDICINA II                                       ","B5"
"2090-4428","ISRN Hematology","MEDICINA II                                       ","B5"
"2090-8695","ISRN INFLAMMATION (INTERNATIONAL SCHOLARLY RESEARCH NETWORK)","MEDICINA II                                       ","B5"
"2314-4068","ISRN NUTRITION","MEDICINA II                                       ","B5"
"2090-4444","ISRN OBSTETRICS AND GYNECOLOGY","MEDICINA II                                       ","B4"
"2090-4703","ISRN PEDIATRICS","MEDICINA II                                       ","B5"
"0161-2840","ISSUES IN MENTAL HEALTH NURSING","MEDICINA II                                       ","B3"
"1824-7288","ITALIAN JOURNAL OF PEDIATRICS (ONLINE)","MEDICINA II                                       ","B1"
"1807-9342","ITINERARIUS REFLECTIONIS (ONLINE)","MEDICINA II                                       ","B5"
"0967-5868","J CLIN NEUROSCI.","MEDICINA II                                       ","B2"
"1537-6613","J INFECT DIS","MEDICINA II                                       ","A1"
"1661-6758","J NUTRIGENET NUTRIGE","MEDICINA II                                       ","B2"
"1345-8957","J OLEO SCI","MEDICINA II                                       ","B2"
"1936-878X","JACC: CARDIOVASCULAR IMAGING","MEDICINA II                                       ","A1"
"2376-9084","JACOBS JOURNAL OF BIOTECHNOLOGY AND BIOENGINEERING","MEDICINA II                                       ","B5"
"2376-9092","JACOBS JOURNAL OF DENTISTRY AND RESEARCH","MEDICINA II                                       ","B5"
"2376-9343","JACOBS JOURNAL OF MICROBIOLOGY AND PATHOLOGY","MEDICINA II                                       ","B5"
"0098-7484","JAMA (CHICAGO, ILL.)","MEDICINA II                                       ","A1"
"2168-6084","JAMA DERMATOLOGY","MEDICINA II                                       ","B4"
"2168-6106","JAMA INTERNAL MEDICINE","MEDICINA II                                       ","A1"
"2168-6149","JAMA NEUROLOGY","MEDICINA II                                       ","A1"
"2168-6181","JAMA OTOLARYNGOLOGY - HEAD & NECK SURGERY","MEDICINA II                                       ","B1"
"2168-6203","JAMA PEDIATRICS (PRINT)","MEDICINA II                                       ","A1"
"2168-622X","JAMA PSYCHIATRY","MEDICINA II                                       ","A1"
"0922-1425","JAPAN AND THE WORLD ECONOMY","MEDICINA II                                       ","B3"
"1937-688X","JBISE","MEDICINA II                                       ","B5"
"0929-0168","JEADV. JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY. SUPPLEMENT","MEDICINA II                                       ","A2"
"2192-8304","JIMD REPORTS","MEDICINA II                                       ","B4"
"2192-8304","JIMD REPORTS - CASE AND RESEARCH REPORTS","MEDICINA II                                       ","B4"
"1438-8871","JMIR. JOURNAL OF MEDICAL INTERNET RESEARCH","MEDICINA II                                       ","A1"
"2053-3721","JMM CASE REPORTS","MEDICINA II                                       ","B5"
"2179-6750","JMPHC. JOURNAL OF MANAGEMENT AND PRIMARY HEALTH CARE","MEDICINA II                                       ","B5"
"0952-3499","JMR. JOURNAL OF MOLECULAR RECOGNITION","MEDICINA II                                       ","B1"
"1297-319X","JOINT BONE SPINE","MEDICINA II                                       ","A2"
"1590-8577","JOP. JOURNAL OF THE PANCREAS (ONLINE)","MEDICINA II                                       ","B3"
"2177-8264","JORNAL BRASILEIRO DE DOENÇAS SEXUALMENTE TRANSMISSÍVEIS","MEDICINA II                                       ","B5"
"2175-2095","JORNAL BRASILEIRO DE ECONOMIA DA SAÚDE","MEDICINA II                                       ","B5"
"2175-2095","Jornal Brasileiro de Economia da Saúde (Brazilian Journal of Health Economics)","MEDICINA II                                       ","B5"
"1516-0386","JORNAL BRASILEIRO DE HISTÓRIA DA MEDICINA","MEDICINA II                                       ","B5"
"0047-2077","JORNAL BRASILEIRO DE MEDICINA","MEDICINA II                                       ","B5"
"2175-8239","JORNAL BRASILEIRO DE NEFROLOGIA","MEDICINA II                                       ","B3"
"0101-2800","JORNAL BRASILEIRO DE NEFROLOGIA","MEDICINA II                                       ","B3"
"2175-8239","JORNAL BRASILEIRO DE NEFROLOGIA","MEDICINA II                                       ","B3"
"0103-5118","JORNAL BRASILEIRO DE NEUROCIRURGIA","MEDICINA II                                       ","B5"
"1676-2444","JORNAL BRASILEIRO DE PATOLOGIA E MEDICINA LABORATORIAL","MEDICINA II                                       ","B5"
"1676-2444","JORNAL BRASILEIRO DE PATOLOGIA E MEDICINA LABORATORIAL","MEDICINA II                                       ","B5"
"1676-2444","JORNAL BRASILEIRO DE PATOLOGIA E MEDICINA LABORATORIAL (IMPRESSO)","MEDICINA II                                       ","B5"
"1806-3713","JORNAL BRASILEIRO DE PNEUMOLOGIA","MEDICINA II                                       ","B2"
"1806-3713","Jornal Brasileiro de Pneumologia","MEDICINA II                                       ","B2"
"1806-3713","JORNAL BRASILEIRO DE PNEUMOLOGIA (IMPRESSO)","MEDICINA II                                       ","B2"
"0047-2085","Jornal Brasileiro de Psiquiatria","MEDICINA II                                       ","B3"
"0047-2085","JORNAL BRASILEIRO DE PSIQUIATRIA (UFRJ. IMPRESSO)","MEDICINA II                                       ","B3"
"1518-0557","JORNAL BRASILEIRO DE REPRODUÇÃO ASSISTIDA","MEDICINA II                                       ","B4"
"1517-5693","JORNAL BRASILEIRO DE REPRODUÇÃO ASSISTIDA (IMPRESSO)","MEDICINA II                                       ","B4"
"0021-7557","JORNAL DE PEDIATRIA (IMPRESSO)","MEDICINA II                                       ","B1"
"1678-4782","JORNAL DE PEDIATRIA (ONLINE)","MEDICINA II                                       ","B1"
"0103-5835","JORNAL DE PSICANALISE","MEDICINA II                                       ","B5"
"2176-5634","JORNAL INTERNACIONAL DE ESTUDOS EM EDUCAÇÃO MATEMÁTICA","MEDICINA II                                       ","B5"
"1676-0166","JORNAL PARANAENSE DE PEDIATRIA","MEDICINA II                                       ","B5"
"1677-7301","JORNAL VASCULAR BRASILEIRO","MEDICINA II                                       ","B4"
"1677-7301","JORNAL VASCULAR BRASILEIRO (IMPRESSO)","MEDICINA II                                       ","B4"
"0302-7430","JOURNAL BELGE DE RADIOLOGIE","MEDICINA II                                       ","B4"
"1156-5233","JOURNAL DE MYCOLOGIE MÉDICALE","MEDICINA II                                       ","B3"
"1091-8531","JOURNAL OF AAPOS","MEDICINA II                                       ","B2"
"0894-9255","JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES","MEDICINA II                                       ","A2"
"1525-4135","JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES (1999)","MEDICINA II                                       ","A2"
"2005-2901","JOURNAL OF ACUPUNCTURE AND MERIDIAN STUDIES","MEDICINA II                                       ","B2"
"1932-0620","JOURNAL OF ADDICTION MEDICINE","MEDICINA II                                       ","B1"
"2155-6105","JOURNAL OF ADDICTION RESEARCH & THERAPY","MEDICINA II                                       ","B5"
"1055-0887","JOURNAL OF ADDICTIVE DISEASES (PRINT)","MEDICINA II                                       ","B1"
"1461-5185","JOURNAL OF ADHESIVE DENTISTRY","MEDICINA II                                       ","B2"
"2156-5333","JOURNAL OF ADOLESCENT AND YOUNG ADULT ONCOLOGY","MEDICINA II                                       ","B2"
"1054-139X","JOURNAL OF ADOLESCENT HEALTH","MEDICINA II                                       ","A2"
"0165-0327","JOURNAL OF AFFECTIVE DISORDERS (PRINT)","MEDICINA II                                       ","A2"
"0898-2643","JOURNAL OF AGING AND HEALTH","MEDICINA II                                       ","B1"
"1063-8652","JOURNAL OF AGING AND PHYSICAL ACTIVITY","MEDICINA II                                       ","B1"
"2090-2204","JOURNAL OF AGING RESEARCH","MEDICINA II                                       ","B1"
"1680-7073","JOURNAL OF AGRICULTURAL SCIENCE AND TECHNOLOGY","MEDICINA II                                       ","B3"
"2155-6113","JOURNAL OF AIDS AND CLINICAL RESEARCH","MEDICINA II                                       ","B3"
"2329-6488","JOURNAL OF ALCOHOLISM & DRUG DEPENDENCE","MEDICINA II                                       ","B5"
"1687-9783","JOURNAL OF ALLERGY","MEDICINA II                                       ","B5"
"0091-6749","JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY","MEDICINA II                                       ","A1"
